"koddz","prywatna","zam_miasto","zam_wies","zam_liczba","wiek_m","wiek_o","edu_o","edu_m","prestiz_m","prestiz_o","dochod_g","bieda","wynik"
1181017C,0,1,0,1,39,43,0,0,63.43,53.5,150000.5,0,57.509
1181018C,0,1,0,1,42,43,0,0,35.78,53.5,87500.5,0,64.656
1182001C,0,0,0,1,40,43,0,0,38.18,35.78,45000.5,0,55.17
1182002C,0,0,0,1,36,37,1,0,38.18,35.78,62500.5,0,42.223
1182004C,0,0,0,1,45,44,0,0,38.18,39.2,87500.5,0,49.197
1182005C,0,0,0,1,43,44,0,0,53.5,33.42,87500.5,0,39.91
1182008C,0,1,0,1,40,42,0,0,61.56,39.18,150000.5,0,62.057
1182009C,0,1,0,1,41,43,0,0,52.54,52.54,150000.5,0,58.56
1182012C,0,1,0,1,42,47,0,0,61.56,35.78,150000.5,0,53.983
1182019C,0,1,0,1,42,36,0,0,53.5,53.5,150000.5,0,66.99
1182021C,0,1,0,1,46,47,0,0,61.56,53.5,150000.5,0,46.508
1182023C,0,0,0,1,38,45,1,1,34.95,61.56,27500.5,0,50.687
1190002C,0,0,0,1,42,45,0,0,35.78,64.89,37500.5,0,53.91
1190005C,0,0,0,1,35,35,0,0,34.95,29.6,17500.5,0,53.341
1190010C,0,0,0,1,39,38,1,1,38.18,39.2,17500.5,1,54.313
1190016C,0,0,0,1,34,34,1,1,33.42,33.42,27500.5,1,32.435
1190021C,0,0,0,1,30,32,1,1,34.95,39.2,62500.5,0,30.359
1191002C,1,0,0,1,48,60,0,0,62.87,64.89,87500.5,0,59.1
1191005C,1,0,0,1,40,41,0,0,61.56,38.18,87500.5,0,51.44
1191006C,1,0,0,1,41,38,0,0,38.18,38.18,62500.5,0,52.905
1191008C,1,0,0,1,50,59,0,0,53.5,35.78,150000.5,0,61.81
1191009C,1,0,0,1,47,36,0,0,38.18,38.18,62500.5,0,49.567
1191010C,1,0,0,1,41,40,0,0,38.18,57.83,150000.5,0,61.71
1191014C,1,0,0,1,44,41,0,0,57.83,53.5,45000.5,0,42.565
1191016C,1,0,0,2,42,41,0,0,53.5,38.18,87500.5,0,52.579
1191017C,1,0,0,1,41,40,0,0,53.5,53.5,87500.5,0,53.66
1191018C,1,0,0,1,34,36,0,0,57.83,29.6,37500.5,0,43.863
1191021C,1,0,0,1,38,38,0,0,53.5,38.18,37500.5,0,47.735
1191022C,1,0,0,1,41,42,0,0,57.83,64.89,87500.5,0,43.369
1192001C,0,0,0,1,32,43,1,0,38.18,52.54,45000.5,0,52.746
1192005C,0,0,0,1,39,44,1,1,38.18,53.5,22500.5,0,50.981
1192007C,0,0,0,1,37,49,1,0,53.5,34.95,32500.5,0,30.036
1192014C,0,1,0,1,39,41,1,0,38.18,39.18,7500.5,1,54.327
1192020C,0,0,0,1,39,41,1,1,38.18,53.5,17500.5,0,34.139
1193002C,0,0,0,1,49,50,0,0,53.5,64.89,87500.5,0,49.362
1193003C,0,0,0,1,30,38,0,0,34.95,53.5,37500.5,0,53.255
1193007C,0,1,0,1,53,53,1,1,34.95,33.42,87500.5,0,54.546
1193008C,0,0,0,3,35,35,0,1,38.18,34.95,87500.5,0,54.822
1193009C,0,0,0,1,36,36,0,1,38.18,53.5,62500.5,0,52.861
1194005C,0,0,0,1,40,42,1,0,34.95,38.18,45000.5,0,46.819
1194007C,0,0,0,1,39,46,0,0,48.69,35.78,17500.5,1,52.66
1194010C,0,0,0,1,31,33,1,1,35.78,34.95,37500.5,0,51.062
1194024C,0,0,0,1,31,32,0,0,35.78,35.78,87500.5,0,61.12
1198001C,0,0,0,1,44,43,0,0,35.78,35.78,17500.5,1,52.615
1198016C,0,0,0,1,38,39,1,1,29.6,29.6,32500.5,0,58.902
1204001C,1,0,0,1,40,43,0,0,34.95,64.89,87500.5,0,53.923
1204002C,0,0,0,1,43,48,0,0,48.69,53.5,87500.5,0,65.113
1204003C,1,1,0,1,41,40,0,0,61.56,64.89,87500.5,0,57.004
1204004C,1,1,0,1,41,40,0,0,35.78,53.5,87500.5,0,42.709
1204007C,1,1,0,2,41,39,0,0,38.18,34.95,150000.5,0,52.719
1204008C,1,1,0,1,42,43,0,0,35.78,34.95,87500.5,0,52.8
1204009C,1,1,0,1,42,42,0,0,63.43,52.54,87500.5,0,52.719
1204010C,1,1,0,1,46,51,0,0,61.56,59,87500.5,0,56.637
1204011C,1,0,0,1,39,50,1,0,35.78,34.95,150000.5,0,52.694
1204012C,1,1,0,1,38,38,0,0,61.56,53.5,150000.5,0,59.188
1204013C,1,1,0,1,45,45,1,0,53.5,29.6,87500.5,0,52.327
1204015C,1,0,0,1,37,42,0,0,53.5,39.2,87500.5,0,56.916
1204016C,1,0,0,1,35,38,0,0,34.95,62.87,150000.5,0,58.502
1204017C,1,1,0,1,40,41,1,0,38.18,39.2,62500.5,0,43.221
1204019C,1,0,0,1,27,34,1,1,38.18,53.5,150000.5,0,47.821
1204021C,0,1,0,1,36,36,0,0,63.43,34.95,87500.5,0,51.638
1204023C,1,0,0,1,39,45,0,0,61.56,64.89,150000.5,0,54.192
1204024C,1,1,0,1,40,46,0,0,61.56,61.56,62500.5,0,46.7
1205002C,0,1,0,1,37,41,0,1,34.95,53.5,37500.5,0,41.975
1205014C,0,0,0,2,41,41,1,1,38.18,52.54,45000.5,0,63.196
1205015C,0,0,0,1,28,31,1,1,34.95,53.5,22500.5,0,39.426
1205018C,0,0,0,1,34,36,1,1,38.18,35.63,62500.5,0,30.276
1208012C,0,1,0,1,44,43,0,0,38.18,38.18,45000.5,0,40.947
1208015C,0,0,0,1,44,37,1,0,38.18,35.92,27500.5,1,47.616
1208019C,0,0,0,1,42,51,1,0,34.95,35.92,37500.5,0,37.751
1208021C,0,0,0,1,28,38,0,1,38.18,38.18,45000.5,0,48.01
1208023C,0,0,0,2,30,32,0,1,35.78,39.2,27500.5,0,29.204
1209009C,0,0,1,2,40,38,0,1,57.83,63.43,87500.5,0,43.529
1210002C,0,0,0,2,39,41,0,0,38.18,34.95,12500.5,1,50.576
1210006C,0,1,0,1,43,43,0,0,35.78,63.43,150000.5,0,46.552
1210007C,0,1,0,1,33,41,0,0,57.83,48.69,45000.5,0,48.741
1210012C,0,0,0,1,39,44,0,1,34.95,34.95,45000.5,0,26.928
1210015C,0,0,0,1,25,23,0,1,38.18,34.95,62500.5,0,40.834
1210025C,0,1,0,1,43,43,0,0,35.78,63.43,150000.5,0,47.535
1213004C,0,0,0,1,40,44,1,1,38.18,33.42,62500.5,0,57.423
1213007C,0,0,0,1,28,28,1,0,38.18,57.83,12500.5,1,43.429
1213011C,0,0,0,1,34,41,1,1,38.18,33.42,37500.5,0,59.415
1213022C,0,0,0,1,36,36,1,1,35.78,39.2,17500.5,1,52.302
1213024C,0,0,0,2,41,41,1,1,33.42,29.6,12500.5,1,34.995
1215006C,0,0,0,2,42,51,1,1,33.42,34.95,37500.5,0,57.235
1215008C,0,0,0,1,49,49,1,0,34.95,33.42,12500.5,1,64.591
1215020C,0,0,0,1,29,30,0,1,33.42,37.67,17500.5,1,37.081
1216001C,0,0,0,1,37,34,1,0,38.18,37.67,62500.5,0,50.789
1216004C,0,0,0,1,39,46,1,0,37.67,63.43,22500.5,0,22.382
1216020C,0,0,0,2,44,38,0,0,34.95,33.42,22500.5,0,57.605
1217010C,0,0,0,1,42,51,1,1,34.95,33.42,17500.5,1,35.059
1217011C,0,0,0,1,33,47,1,1,34.95,39.2,37500.5,0,63.064
1217016C,0,0,0,1,32,40,0,0,35.92,35.92,45000.5,0,55.037
1217023C,0,0,0,1,30,34,1,1,33.42,39.2,32500.5,0,35.975
1218008C,0,0,0,1,48,60,1,1,34.95,34.95,27500.5,0,27.904
1218009C,0,0,0,1,42,39,1,1,34.95,33.42,22500.5,1,46.953
1218011C,0,0,0,1,38,40,1,0,38.18,39.2,37500.5,0,48.369
1218021C,0,0,0,1,30,31,1,0,38.18,39.18,27500.5,0,32.414
1218025C,0,0,0,1,48,60,1,1,34.95,34.95,27500.5,0,43.291
1219001C,0,0,0,1,31,33,1,1,34.95,39.18,27500.5,0,55.621
1219004C,0,0,0,1,46,51,1,1,33.42,53.5,12500.5,1,38.022
1219005C,0,0,0,1,41,44,1,1,34.95,39.2,17500.5,1,53.418
1219006C,0,0,0,1,28,31,1,1,53.5,35.92,22500.5,0,53.288
1219009C,0,0,0,2,46,43,0,0,38.18,33.42,62500.5,0,52.106
1219015C,0,0,0,1,39,37,1,0,38.18,38.18,45000.5,0,36.808
1219024C,0,0,0,1,33,35,1,1,48.69,33.42,17500.5,1,47.793
1220005C,1,0,0,1,40,46,1,0,38.18,35.92,87500.5,0,37.922
1220006C,1,0,0,1,49,55,0,1,35.78,35.78,45000.5,0,53.622
1220008C,1,0,0,1,43,49,0,0,59,33.42,150000.5,0,33.557
1220009C,1,0,0,1,41,42,0,0,38.18,53.5,87500.5,0,43.02
1220011C,1,0,0,1,27,29,1,1,34.95,35.92,45000.5,0,50.775
1220013C,0,0,0,1,40,41,1,0,63.43,39.2,62500.5,0,39.511
1220017C,1,0,0,1,39,42,1,0,38.18,53.5,62500.5,0,43.73
1220018C,1,1,0,1,40,45,0,1,34.95,62.87,150000.5,0,62.374
1220019C,1,0,0,1,38,40,0,0,61.56,53.5,150000.5,0,53.47
1220023C,1,0,0,2,32,34,1,0,53.5,38.18,200001,0,43.846
1220024C,1,0,0,1,39,45,1,0,61.56,39.2,62500.5,0,38.038
1220040C,1,0,0,1,43,43,0,1,34.95,39.2,22500.5,0,43.229
1221002C,0,0,0,1,42,48,0,1,38.18,52.54,87500.5,0,63.636
1221016C,0,1,0,2,40,43,0,0,38.18,77.5,200001,0,39.803
1221017C,0,1,0,1,45,48,0,0,53.5,35.78,150000.5,0,70.539
1221024C,0,1,0,1,40,42,1,0,63.43,35.92,87500.5,0,55.75
1222001C,0,0,0,2,40,40,0,1,61.56,53.5,62500.5,0,56.537
1222002C,0,0,0,1,40,40,0,0,53.5,53.5,87500.5,0,56.343
1222003C,0,0,0,2,42,40,0,0,61.56,61.56,150000.5,0,66.423
1222011C,0,0,0,1,36,35,0,0,38.18,34.95,62500.5,0,62.011
1222012C,0,1,0,1,39,44,0,0,53.5,39.2,87500.5,0,26.959
1222014C,0,1,0,2,38,39,0,0,63.43,59,62500.5,0,61.272
1222016C,0,1,0,1,39,44,0,0,35.78,35.78,150000.5,0,66.759
1222017C,0,1,0,2,35,35,0,0,34.95,34.95,150000.5,0,53.708
1222018C,0,0,0,1,38,42,1,0,64.89,39.18,150000.5,0,45.822
1222019C,0,1,0,1,44,46,1,0,57.83,35.92,87500.5,0,40.177
1222020C,0,1,0,1,30,30,0,0,38.18,39.18,87500.5,0,55.314
1222021C,0,1,0,1,38,42,0,0,35.78,34.95,87500.5,0,62.595
1228006C,0,0,0,1,51,47,0,0,53.5,59,87500.5,0,44.399
1228007C,0,0,0,1,50,50,0,0,61.56,61.56,150000.5,0,63.25
1228010C,0,1,0,1,37,33,0,0,53.5,39.2,200001,0,63.788
1228014C,0,0,0,1,34,33,1,1,33.42,29.6,22500.5,1,46.329
1228016C,0,0,0,1,45,45,0,0,61.56,53.5,150000.5,0,47.639
1229003C,0,0,0,1,32,33,0,0,64.89,39.18,87500.5,0,49.617
1229008C,0,0,0,1,51,40,0,0,53.5,38.18,62500.5,0,54.715
1229009C,0,0,0,1,41,47,1,0,38.18,33.42,87500.5,0,40.688
1229012C,0,1,0,2,40,44,0,0,35.78,48.69,87500.5,0,72.713
1229013C,0,0,0,1,42,48,0,0,63.43,61.56,87500.5,0,61.979
1229019C,0,0,0,1,41,51,0,1,35.92,35.92,87500.5,0,43.78
1229020C,0,1,0,1,45,47,0,0,63.43,53.5,87500.5,0,28.715
1231002C,0,0,0,1,46,49,0,0,53.5,57.83,62500.5,0,64.727
1231007C,0,1,0,1,32,31,0,0,34.95,35.78,87500.5,0,49.398
1231008C,0,0,0,1,40,41,0,0,52.54,35.78,87500.5,0,61.22
1231011C,0,0,0,1,44,47,0,0,48.69,48.69,150000.5,0,54.394
1231022C,0,1,0,1,36,40,0,0,61.56,53.5,62500.5,0,66.492
1236002C,0,0,0,1,42,43,0,0,63.43,35.78,150000.5,0,53.217
1236005C,0,0,0,1,45,48,0,0,35.78,38.18,62500.5,0,65.023
1236006C,0,0,0,1,46,44,0,0,53.5,53.5,150000.5,0,48.528
1236008C,0,1,0,1,44,47,0,0,72.1,53.5,12500.5,1,58.806
1236011C,0,0,0,1,40,41,0,0,48.69,48.69,150000.5,0,61.648
1236021C,0,1,0,1,39,44,0,0,34.95,53.5,87500.5,0,44.276
1236023C,0,1,0,1,36,38,0,0,35.78,52.54,87500.5,0,51.206
1236024C,0,0,0,2,29,32,1,0,35.78,39.2,150000.5,0,60.54
1237005C,0,0,0,1,39,39,0,1,34.95,39.18,62500.5,0,62.947
1237018C,0,0,0,1,29,32,1,1,33.42,33.42,17500.5,1,39.826
1237024C,0,1,0,1,45,42,0,1,53.5,39.18,62500.5,0,58.27
1238001C,0,0,0,1,43,59,0,0,38.18,38.18,27500.5,0,68.417
1238009C,0,0,0,1,36,48,0,1,34.95,37.67,27500.5,0,48.455
1238011C,0,0,0,1,38,32,1,1,29.6,39.18,27500.5,0,41.291
1238016C,0,0,0,1,38,32,1,1,34.95,34.95,27500.5,0,47.347
1238021C,0,0,0,1,28,34,1,1,33.42,39.2,22500.5,1,48.505
1238022C,0,0,0,1,31,29,1,1,38.18,34.95,32500.5,0,38.819
1238023C,0,0,0,1,34,42,1,1,33.42,35.92,27500.5,0,45.025
1245003C,0,0,0,1,38,45,0,0,53.5,53.5,87500.5,0,72.398
1245009C,0,1,0,1,35,40,0,0,63.43,64.89,87500.5,0,54.382
1245010C,0,1,0,1,41,44,0,0,63.43,53.5,27500.5,0,66.519
1245013C,0,1,0,1,43,46,0,0,38.18,53.5,87500.5,0,52.548
1245015C,0,0,0,1,31,34,1,0,34.95,35.78,37500.5,0,48.613
1245021C,0,1,0,1,39,38,0,1,34.95,38.18,45000.5,0,52.112
1246003C,0,1,0,1,43,45,1,0,53.5,35.92,62500.5,0,49.12
1247023C,0,0,0,1,35,33,0,1,35.78,33.42,17500.5,1,44.284
1248007C,0,1,0,1,49,45,1,0,61.56,34.95,150000.5,0,53.887
1248008C,0,1,0,1,45,58,0,0,34.95,53.5,150000.5,0,49.298
1248011C,0,0,0,1,39,38,1,1,38.18,33.42,45000.5,0,56.082
1248016C,0,1,0,1,35,35,1,1,57.83,33.42,87500.5,0,54.152
1248020C,0,0,0,1,26,28,1,0,34.95,39.2,87500.5,0,44.71
1248021C,0,0,0,1,36,40,1,1,34.95,35.92,22500.5,1,63.694
1249003C,0,0,0,1,34,38,1,0,48.69,48.69,27500.5,0,58.546
1249007C,0,0,0,1,35,44,0,1,35.78,39.18,87500.5,0,55.717
1249009C,0,1,0,1,44,45,1,0,63.43,39.2,150000.5,0,54.868
1249010C,0,1,0,1,42,43,0,0,63.43,63.43,150000.5,0,59.77
1249014C,0,0,0,1,44,46,1,1,33.42,35.63,22500.5,0,47.339
1249020C,0,1,0,1,34,34,0,0,63.43,63.43,87500.5,0,66.337
1249022C,0,1,0,1,38,39,0,0,38.18,38.18,45000.5,0,48.889
1249024C,0,0,0,1,40,35,1,1,35.63,35.63,17500.5,1,46.256
1251002C,0,0,0,1,29,38,0,1,34.95,53.5,62500.5,0,29.502
1251005C,0,1,0,1,39,41,1,1,34.95,35.78,87500.5,0,46.915
1251009C,0,1,0,1,46,47,0,0,34.95,53.5,87500.5,0,37.532
1251013C,0,0,0,1,38,39,0,0,38.18,53.5,27500.5,0,46.102
1251021C,0,1,0,1,38,38,0,0,34.95,38.18,87500.5,0,60.292
1251023C,0,1,0,2,38,42,1,1,52.54,53.5,150000.5,0,46.809
1251024C,0,1,0,1,36,44,0,0,53.5,63.43,87500.5,0,55.74
1252001C,0,0,0,1,42,46,0,1,34.95,38.18,45000.5,0,62.309
1252002C,0,0,0,1,38,37,0,0,35.78,48.69,87500.5,0,57.411
1252006C,0,1,0,1,46,35,1,1,34.95,39.2,62500.5,0,59.808
1252010C,0,1,0,1,40,47,1,1,38.18,35.78,27500.5,0,50.904
1252020C,0,1,0,1,40,40,1,0,34.95,37.67,62500.5,0,48.332
1252021C,0,1,0,1,36,38,0,0,63.43,63.43,87500.5,0,59.587
1252022C,0,1,0,1,40,40,0,0,53.5,63.43,150000.5,0,45.789
1252023C,0,0,0,1,37,38,1,1,33.42,35.92,32500.5,0,52.189
1253010C,1,1,0,1,44,66,1,0,38.18,33.42,37500.5,0,48.096
1253026C,1,0,0,1,38,39,0,0,53.5,38.18,150000.5,0,59.397
1255017C,0,1,0,1,42,41,0,0,63.43,35.78,62500.5,0,60.064
1255022C,0,1,0,2,30,29,0,0,34.95,29.6,22500.5,0,44.262
1256001C,0,0,0,1,37,35,1,1,34.95,34.95,62500.5,0,53.591
1256016C,0,0,0,2,26,31,0,0,38.18,39.2,62500.5,0,52.978
1256019C,0,1,0,2,40,44,1,1,38.18,34.95,45000.5,0,44.758
1256023C,0,0,0,1,38,41,1,1,34.95,33.42,32500.5,0,54.924
1260004C,0,0,0,1,29,39,1,1,39.2,35.63,27500.5,0,39.503
1260020C,0,0,0,1,29,35,1,0,63.43,35.63,37500.5,0,48.599
1264003C,0,0,0,2,38,46,1,0,34.95,34.95,22500.5,1,47.825
1264007C,0,0,0,1,30,34,0,1,34.95,33.42,150000.5,0,47.841
1264008C,0,0,0,1,33,36,0,1,53.5,35.78,87500.5,0,47.439
1264009C,0,0,0,1,38,42,1,1,38.18,34.95,22500.5,1,37.171
1264011C,0,0,0,2,34,33,0,0,34.95,37.67,87500.5,0,47.455
1264014C,0,0,0,1,39,48,1,1,34.95,34.95,27500.5,0,36.372
1268007C,0,0,0,1,44,47,0,0,57.83,48.69,45000.5,0,58.942
1269001C,0,0,0,1,41,41,0,0,53.5,53.5,87500.5,0,40.047
1269003C,0,0,0,1,48,41,0,0,61.56,34.95,62500.5,0,52.932
1269008C,0,0,0,1,33,43,0,1,38.18,39.2,62500.5,0,47.804
1269011C,0,0,0,1,31,38,1,0,35.78,33.42,37500.5,0,56.484
1269016C,0,0,0,2,28,29,1,1,38.18,39.18,62500.5,0,53.272
1269021C,0,0,1,1,35,33,0,0,62.87,53.5,150000.5,0,50.522
1271003C,0,0,0,1,36,38,1,1,34.95,34.95,45000.5,0,50.856
1271005C,0,0,0,1,30,31,1,1,34.95,34.95,45000.5,0,28.853
1271006C,0,0,0,1,46,42,1,1,34.95,35.78,62500.5,0,57.396
1271007C,0,0,0,1,41,41,0,0,34.95,35.63,45000.5,0,51.087
1271008C,0,0,0,1,46,49,1,0,48.69,35.63,12500.5,1,49.825
1271010C,0,0,0,2,26,29,1,0,34.95,35.92,27500.5,0,40.168
1271015C,0,0,0,2,32,29,1,0,34.95,29.6,45000.5,0,29.147
1271016C,0,0,0,1,31,32,1,1,34.95,35.78,32500.5,0,39.622
1271018C,0,0,0,1,33,33,1,1,38.18,33.42,37500.5,0,46.581
1271022C,0,0,0,1,47,47,0,1,34.95,39.18,32500.5,0,41.36
1271024C,0,0,0,1,34,36,1,1,34.95,29.6,17500.5,1,35.652
1271025C,0,0,0,1,33,33,1,1,38.18,33.42,37500.5,0,52.681
1272001C,0,0,0,1,38,39,0,0,34.95,34.95,62500.5,0,55.967
1272002C,0,0,0,1,42,42,0,1,34.95,34.95,37500.5,0,37.108
1272004C,0,0,0,2,34,45,0,1,35.78,34.95,45000.5,0,48.169
1272006C,0,0,0,1,38,41,0,0,35.78,34.95,32500.5,0,58.493
1272007C,0,0,0,1,27,30,1,1,35.78,34.95,12500.5,1,36.484
1272009C,0,0,0,2,39,40,1,1,34.95,39.2,27500.5,0,43.517
1272011C,0,0,0,1,37,38,1,1,38.18,38.18,62500.5,0,38.547
1272012C,0,0,0,1,35,40,1,1,38.18,34.95,62500.5,0,51.092
1272015C,0,0,0,1,33,33,1,1,34.95,39.18,62500.5,0,40.55
1272016C,0,0,0,1,62,60,0,0,38.18,39.18,45000.5,0,40.01
1272018C,0,0,0,1,30,33,1,1,38.18,39.2,5000,1,36.192
1272019C,0,0,0,1,33,36,0,1,34.95,35.92,45000.5,0,35.326
1272022C,0,0,0,1,32,33,0,0,35.78,39.18,27500.5,0,41.812
1273002C,0,0,0,3,31,37,1,1,35.78,35.63,17500.5,1,56.77
1273007C,0,0,0,1,37,37,1,0,59,29.6,32500.5,0,30.428
1273008C,0,0,0,1,25,27,0,1,38.18,35.63,62500.5,0,45.227
1273010C,0,0,0,2,39,32,1,1,38.18,34.95,32500.5,0,52.8
1273012C,0,0,0,1,27,31,1,1,38.18,39.18,37500.5,0,48.192
1273013C,0,0,0,1,35,29,1,1,38.18,34.95,17500.5,1,50.514
1273014C,0,0,0,1,30,31,1,1,35.63,29.6,17500.5,1,55.642
1273015C,0,0,0,1,49,55,0,1,34.95,35.63,45000.5,0,52.69
1273018C,0,0,0,1,32,32,1,0,53.5,29.6,62500.5,0,39.764
1273021C,0,0,0,1,38,38,0,0,61.56,64.89,87500.5,0,44.053
1273024C,0,1,0,1,37,43,0,0,38.18,53.5,87500.5,0,59.874
1274002C,0,0,0,1,38,44,1,1,34.95,29.6,62500.5,0,46.177
1274004C,0,0,0,1,37,48,1,0,35.78,35.63,22500.5,0,63.014
1274005C,0,0,0,2,41,42,1,1,34.95,35.92,62500.5,0,40.289
1274007C,0,0,0,2,42,43,1,0,34.95,29.6,87500.5,0,57.169
1274008C,0,0,0,1,42,38,1,1,35.78,38.18,37500.5,0,52.431
1274010C,0,0,0,1,43,42,1,0,38.18,39.18,87500.5,0,48.048
1274012C,0,0,0,2,37,38,1,0,34.95,34.95,17500.5,1,25.515
1274018C,0,1,0,1,51,51,0,0,34.95,39.2,45000.5,0,55.921
1274021C,0,0,0,1,40,44,0,0,53.5,35.78,45000.5,0,45.054
1274022C,0,0,0,1,35,36,0,0,38.18,53.5,87500.5,0,52.708
1275008C,0,0,0,1,27,34,1,1,53.5,29.6,62500.5,0,31.734
1275009C,0,0,0,1,40,43,0,0,38.18,39.18,45000.5,0,50.487
1275012C,0,0,0,1,37,39,1,0,34.95,35.63,32500.5,0,53.19
1275013C,0,0,0,1,42,44,1,1,52.54,39.18,45000.5,0,45.038
1275015C,0,0,0,1,28,27,0,1,34.95,35.78,45000.5,0,54.083
1275016C,0,0,0,1,33,38,1,1,35.78,35.63,27500.5,0,53.057
1275019C,0,0,0,1,30,32,1,1,34.95,34.95,37500.5,0,41.549
1275020C,0,0,0,1,39,42,1,1,38.18,53.5,37500.5,0,25.953
1275023C,0,1,0,2,39,50,1,0,38.18,53.5,150000.5,0,68.14
1276002C,0,0,0,1,33,32,1,1,34.95,35.63,37500.5,0,40.442
1276004C,0,0,0,1,34,36,1,1,34.95,38.18,37500.5,0,53.053
1276005C,0,0,0,1,33,37,1,1,38.18,35.63,45000.5,0,27.19
1276006C,0,0,0,1,40,41,1,0,34.95,34.95,45000.5,0,42.751
1276010C,0,0,0,1,37,34,1,1,35.78,35.63,45000.5,0,43.606
1276013C,0,0,0,1,45,50,1,1,35.78,34.95,45000.5,0,44.639
1276016C,0,0,0,1,44,50,0,1,34.95,39.18,62500.5,0,38.239
1276018C,0,0,0,1,32,30,1,1,35.78,53.5,45000.5,0,56.453
1277004C,0,0,0,1,40,39,0,0,53.5,39.18,62500.5,0,35.21
1277005C,0,0,0,1,48,38,0,0,53.5,52.54,45000.5,0,67.449
1277007C,0,0,0,2,29,31,0,1,38.18,35.78,37500.5,0,52.291
1277008C,0,0,0,1,45,44,0,0,57.83,53.5,62500.5,0,54.221
1277012C,0,1,0,1,34,48,0,1,35.78,39.2,32500.5,0,54.538
1277017C,0,0,0,1,43,43,1,1,34.95,39.18,27500.5,0,33.918
1277018C,0,0,0,1,42,43,0,0,34.95,34.95,45000.5,0,48.809
1277019C,0,0,0,1,38,39,0,0,34.95,34.95,27500.5,0,35.579
1277021C,0,0,0,1,43,36,1,1,35.63,34.95,27500.5,1,31.411
1277022C,0,0,0,1,38,39,0,0,38.18,39.18,62500.5,0,41.024
1277024C,0,0,0,1,28,38,1,0,35.78,33.42,22500.5,1,43.742
1279001C,0,0,0,1,38,39,0,0,33.42,39.2,37500.5,0,56.232
1279003C,0,0,0,1,38,42,0,0,35.78,39.18,62500.5,0,46.738
1279007C,0,0,0,1,38,36,1,0,35.78,35.92,32500.5,0,40.047
1279015C,0,0,0,2,30,35,1,1,35.78,35.63,22500.5,0,37.098
1279016C,0,0,0,1,36,36,1,0,35.92,34.95,45000.5,0,49.275
1279019C,0,0,0,1,37,42,0,0,34.95,64.89,32500.5,0,41.831
1279020C,0,0,0,1,39,40,1,1,53.5,53.5,62500.5,0,34.173
1279022C,0,0,0,1,47,49,0,0,38.18,34.95,45000.5,0,66.127
1280001C,0,0,0,1,43,46,0,0,34.95,39.18,45000.5,0,40.569
1280002C,0,0,0,1,50,52,0,0,61.56,35.63,62500.5,0,59.528
1280003C,0,0,0,1,42,43,0,0,53.5,59,150000.5,0,60.751
1280004C,0,0,0,1,35,37,1,1,34.95,34.95,27500.5,0,45.699
1280011C,0,0,0,1,44,46,0,0,72.1,34.95,62500.5,0,50.585
1280020C,0,0,0,2,42,42,0,0,38.18,59,62500.5,0,62.751
1280022C,0,0,0,1,37,42,1,1,35.78,29.6,32500.5,0,55.844
1280024C,0,1,0,1,45,52,0,0,61.56,64.89,87500.5,0,60.144
2001001C,1,0,0,1,35,42,0,0,63.43,72.1,62500.5,0,57.263
2001002C,0,1,0,1,38,38,0,0,38.18,62.87,87500.5,0,68.595
2001004C,1,1,0,1,36,36,1,0,38.18,35.78,87500.5,0,52.596
2001005C,1,1,0,1,36,39,1,0,34.95,33.42,37500.5,0,53.253
2001007C,1,1,0,1,30,34,1,0,61.56,53.5,87500.5,0,53.935
2001008C,1,1,0,1,38,44,0,0,61.56,38.18,150000.5,0,52.859
2001010C,1,1,0,3,45,44,1,0,53.5,35.78,87500.5,0,41.456
2001012C,1,1,0,1,39,45,1,1,34.95,53.5,62500.5,0,53.124
2001015C,1,1,0,1,38,40,1,1,38.18,39.2,87500.5,0,57.05
2001016C,0,1,0,1,35,42,0,0,34.95,64.89,150000.5,0,49.028
2001017C,1,1,0,1,38,38,1,1,38.18,53.5,62500.5,0,62.424
2001019C,0,1,0,1,39,42,1,0,63.43,33.42,62500.5,0,49.318
2001021C,1,1,0,1,34,33,1,1,38.18,53.5,62500.5,0,38.648
2001023C,1,1,0,1,32,34,1,0,38.18,33.42,87500.5,0,42.864
2001024C,0,1,0,1,35,36,0,0,38.18,35.78,62500.5,0,48.686
2009005C,0,1,0,1,45,51,1,0,64.89,35.92,87500.5,0,60.2
2009006C,0,1,0,1,45,51,1,0,64.89,35.92,87500.5,0,57.732
2009007C,0,1,0,1,45,52,1,0,64.89,35.92,87500.5,0,57.402
2016008C,0,1,0,1,40,42,1,1,38.18,29.6,22500.5,0,40.085
2021001C,1,1,0,1,43,44,0,0,38.18,53.5,87500.5,0,55.345
2021002C,1,1,0,1,38,49,0,0,38.18,38.18,87500.5,0,48.78
2021003C,1,1,0,2,39,44,1,0,38.18,35.92,62500.5,0,60.602
2021004C,1,1,0,1,41,42,0,0,63.43,59,62500.5,0,64.825
2021005C,1,1,0,1,36,36,0,0,38.18,53.5,150000.5,0,50.19
2021010C,1,1,0,1,37,44,0,0,59,53.5,87500.5,0,70.601
2021012C,0,1,0,1,34,37,1,0,34.95,33.42,45000.5,0,52.892
2021013C,1,1,0,2,38,38,0,0,38.18,39.2,62500.5,0,52.75
2021015C,1,1,0,1,37,41,0,0,35.78,35.78,62500.5,0,63.698
2021016C,1,1,0,1,36,38,0,0,63.43,35.63,87500.5,0,45.038
